STC_RFS_DATE,EQPT_NAME,GOLD_ORDER_NUMBER,IC01_ID,cust_name,OCEANE_Site,OCEANE_Product_Identifier2
"2021-06-08 04:20:00.0",KBJS1008,10-1329240,30075,"Philip Morris International",CN-BJS-EXB,"No Data Found"
"2021-06-23 22:00:00.0",KNEW30002,10-1319163,689068,"Otis Elevator Company",689068_USA_Metairie_001,"No Data Found"
"2021-06-23 22:00:00.0",KSSN30034,10-1326383,689068,"Otis Elevator Company",689068_KOR_Seongnam-si_002,"No Data Found"
"2021-06-23 22:00:00.0",KQBH30070,10-1338770,689068,"Otis Elevator Company",689068_FRA_Saint-Denis_002,"No Data Found"
"2021-06-23 22:00:00.0",KSSN30029,10-1326383,689068,"Otis Elevator Company",689068_KOR_Seongnam-si_002,"No Data Found"
"2021-06-23 22:00:00.0",KQYA30001,10-1338810,689068,"Otis Elevator Company",689068_KOR_Anyang_001,"No Data Found"
"2021-06-23 22:00:00.0",KSSN30033,10-1326383,689068,"Otis Elevator Company",689068_KOR_Seongnam-si_002,"No Data Found"
"2021-06-23 22:00:00.0",KOSN30014,10-1338817,689068,"Otis Elevator Company",689068_KOR_Pyeongtaek_001,"No Data Found"
"2021-06-23 22:00:00.0",KSSN30032,10-1326383,689068,"Otis Elevator Company",689068_KOR_Seongnam-si_002,"No Data Found"
"2021-06-23 22:00:00.0",KSSN30030,10-1326383,689068,"Otis Elevator Company",689068_KOR_Seongnam-si_002,"No Data Found"
"2021-06-27 22:00:00.0",KPFL30062,10-1338840,689068,"Otis Elevator Company",689068_CZE_Prague_001,"No Data Found"
"2021-06-27 22:00:00.0",KPFL30063,10-1338840,689068,"Otis Elevator Company",689068_CZE_Prague_001,"No Data Found"
"2021-06-27 22:00:00.0",KLPI30002,10-1338893,689068,"Otis Elevator Company",689068_SWE_Vasastaden_001,"No Data Found"
"2021-06-27 22:00:00.0",KPFL30061,10-1338840,689068,"Otis Elevator Company",689068_CZE_Prague_001,"No Data Found"
"2021-06-16 10:02:12.0",PDLC30002,10-1215398,686849,"Mars Information Services Inc",686849_CHN_Dalian_002,"No Data Found"
"2021-06-30 10:17:59.0",AFRA30596,10-1281081,670409,"DSM Business Services BV",0246_Frankfurt,"No Data Found"
"2021-07-02 11:45:10.0",KBZM1190,10-1306249,30075,"Philip Morris International",NL-BZM-PMI,"No Data Found"
"09/06/2021 11:09:30",KPGV30084,10-1299199,670409,"DSM Group Business Services",0400_Greenville,"No Data Found"
"09/16/2021 04:00:00",KQEV30029,10-1326538,689068,"Otis Elevator Company",689068_FRA_Gennevilliers_001,"No Data Found"
"09/16/2021 15:46:18",PZQA031,10-1248319,684628,"Takeda Pharmaceuticals Int AG","684628_DEU_Singen (Hohentwiel)","No Data Found"
"09/16/2021 12:27:20",ASHA32929,10-1351572,686849,"Mars Information Services Inc","686849_CHN_Huangpu Qu_004","No Data Found"
"09/28/2021 09:37:29",KPIU30036,10-1303131,670409,"DSM Group Business Services",0753_Piura,"No Data Found"
"09/30/2021 09:03:01",ADXB060,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB008,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",KDXB1009,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB081,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB063,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",KDXB1097,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,AE-DXB-IFC
"09/30/2021 09:03:01",ADXB006,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 12:10:24",PLDZ30006,10-1228565,2346,"3M UK PLC",2346_ZAF_Centurion_001,"No Data Found"
"09/30/2021 09:03:01",ADXB003,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB083,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB007,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",KDXB1030,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,OBSAEDXBSWI007
"09/30/2021 09:03:01",KDXB1025,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/23/2021 14:40:53",PRUH30082,10-1357647,672782,"Schenker AG",672782_SAU_Riyadh_005,"No Data Found"
"09/30/2021 09:03:01",ADXB009,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB001,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",KDXB1007,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB064,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",KDXB1001,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,AE-DXB-IFC
"09/30/2021 09:03:01",ADXB010,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB082,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/27/2021 15:04:39",PLUE30004,10-1343061,684143,"Inditex SA",684143_SVK_Bratislava_009,"No Data Found"
"09/30/2021 15:14:02",AZLB30031,10-1309643,670409,"DSM Group Business Services",0668_Lalden,"No Data Found"
"09/30/2021 15:14:02",AZLB30027,10-1309643,670409,"DSM Group Business Services",0668_Lalden,"No Data Found"
"09/30/2021 09:03:01",KDXB1011,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB079,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB004,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB014,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",KDXB1003,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,OBSAEDXBSWI007
"09/30/2021 09:03:01",KDXB1024,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",KDXB30075,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",KDXB30076,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB011,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 15:14:02",AZLB30026,10-1309643,670409,"DSM Group Business Services",0668_Lalden,"No Data Found"
"09/30/2021 15:14:02",KZLB30029,10-1309643,670409,"DSM Group Business Services",0668_Lalden,"No Data Found"
"09/30/2021 15:14:02",AZLB30025,10-1309643,670409,"DSM Group Business Services",0668_Lalden,"No Data Found"
"09/30/2021 09:03:01",KDXB1096,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,AE-DXB-IFC
"09/30/2021 09:03:01",ADXB080,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",KDXB1002,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,OBSAEDXBSWI007
"09/30/2021 09:03:01",ADXB078,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB012,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",KDXB1077,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,OBSAEDXBSWI007
"09/30/2021 09:03:01",ADXB002,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB062,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB084,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB005,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"12/27/2020 20:21:06",PPNQ30056,10-1152040,9396,"Givaudan International SA",9396_IND_Pune_001,"No Data Found"
"09/30/2021 09:03:01",KDXB1010,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",KDXB1008,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB059,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 09:03:01",ADXB061,10-1261477,30075,"Philip Morris International",AE-DXB-IFC,"No Data Found"
"09/30/2021 15:14:02",KZLB30028,10-1309643,670409,"DSM Group Business Services",0668_Lalden,"No Data Found"
"09/30/2021 15:14:02",KZLB30030,10-1309643,670409,"DSM Group Business Services",0668_Lalden,"No Data Found"
"10/01/2021 13:22:44",AZYZ016,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AANR003,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ023,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ005,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ020,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ008,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ022,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ018,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ013,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ024,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ025,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ002,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ001,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",KANR1067,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AANR002,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ007,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ004,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ028,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ029,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ006,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ014,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ021,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ027,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AANR027,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ019,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AANR026,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ017,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ026,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AANR025,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ003,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AANR023,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,OBSKZAKXRTR001
"10/01/2021 13:22:44",AANR024,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,OBSKZALARTR003
"10/01/2021 13:22:44",AZYZ015,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ011,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AZYZ012,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,"No Data Found"
"10/01/2021 13:22:44",AANR022,10-1332510,30075,"Philip Morris International",30075_BEL_Antwerpen_001,OBSKZALARTR003
"09/24/2021 06:53:17",ADEL30130,10-1364866,30075,"Philip Morris International",IN-GGN-PMI,"No Data Found"
"09/24/2021 06:53:17",ADEL30131,10-1364866,30075,"Philip Morris International",IN-GGN-PMI,"No Data Found"
"09/24/2021 06:53:17",ADEL30132,10-1364866,30075,"Philip Morris International",IN-GGN-PMI,"No Data Found"
"10/07/2021 05:06:14",KBLQ1032,10-1365031,30075,"Philip Morris International",IT-BLQ-ZOL,"No Data Found"
"07/19/2021 18:30:00",KTYO30278,10-1326477,689068,"Otis Elevator Company","689068_JPN_Bunkyo City_001","No Data Found"
"10/07/2021 05:06:14",KBLQ1031,10-1365031,30075,"Philip Morris International",IT-BLQ-ZOL,"No Data Found"
"10/07/2021 05:06:14",KBLQ1009,10-1365031,30075,"Philip Morris International",IT-BLQ-ZOL,"No Data Found"
"10/07/2021 05:06:14",KBLQ1010,10-1365031,30075,"Philip Morris International",IT-BLQ-ZOL,"No Data Found"
"10/08/2021 13:21:53",PMEL1468,10-1262983,680264,"Aurecon Australasia PTY LTD",680264_AUS_Melbourne_002,"No Data Found"
"10/08/2021 06:07:38",PSGN613,10-1290090,10524,"MAERSK Line AS",VNSGN07,"No Data Found"
"10/01/2021 13:29:58",PTNG063,10-1354426,10524,"MAERSK Line AS",MATNG02,"No Data Found"
"10/24/2021 18:30:00",KHCS30032,10-1326571,689068,"Otis Elevator Company",689068_ZAF_Gauteng_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30073,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30061,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30072,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30057,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",AQDW30090,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30058,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",AQDW30086,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",AQDW30085,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30066,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30073,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30085,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KBLR30397,10-1343494,689068,"Otis Elevator Company",689068_IND_Bengaluru_003,"No Data Found"
"10/24/2021 18:30:00",KHCS30031,10-1326571,689068,"Otis Elevator Company",689068_ZAF_Gauteng_001,"No Data Found"
"10/24/2021 18:30:00",KIND30027,10-1326305,689068,"Otis Elevator Company",689068_IND_Mumbai_001,"No Data Found"
"10/24/2021 18:30:00",AQDW30082,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30071,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",AQDW30091,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",AQDW30088,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30079,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KBLR30396,10-1343494,689068,"Otis Elevator Company",689068_IND_Bengaluru_003,"No Data Found"
"10/24/2021 18:30:00",KTSN30092,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KBLR30400,10-1343494,689068,"Otis Elevator Company",689068_IND_Bengaluru_003,"No Data Found"
"10/24/2021 18:30:00",KTSN30091,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30086,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KIND30025,10-1326305,689068,"Otis Elevator Company",689068_IND_Mumbai_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30068,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30084,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30081,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KHCS30027,10-1326571,689068,"Otis Elevator Company",689068_ZAF_Gauteng_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30054,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30048,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30060,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",AQDW30089,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30046,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",AQDW30079,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30053,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30089,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30090,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30082,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30088,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KBLR30392,10-1343494,689068,"Otis Elevator Company",689068_IND_Bengaluru_003,"No Data Found"
"10/24/2021 18:30:00",KTSN30094,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30069,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30064,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30055,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",AQDW30083,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30065,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30062,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30049,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KBLR30394,10-1343494,689068,"Otis Elevator Company",689068_IND_Bengaluru_003,"No Data Found"
"10/24/2021 18:30:00",KTSN30175,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30145,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KHCS30029,10-1326571,689068,"Otis Elevator Company",689068_ZAF_Gauteng_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30056,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30063,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30070,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",AQDW30087,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",AQDW30078,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30067,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KBLR30393,10-1343494,689068,"Otis Elevator Company",689068_IND_Bengaluru_003,"No Data Found"
"10/24/2021 18:30:00",KBLR30399,10-1343494,689068,"Otis Elevator Company",689068_IND_Bengaluru_003,"No Data Found"
"10/24/2021 18:30:00",KTSN30093,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30097,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30076,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30095,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30077,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KHCS30030,10-1326571,689068,"Otis Elevator Company",689068_ZAF_Gauteng_001,"No Data Found"
"10/24/2021 18:30:00",KHCS30028,10-1326571,689068,"Otis Elevator Company",689068_ZAF_Gauteng_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30076,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",AQDW30080,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30096,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KBLR30403,10-1343494,689068,"Otis Elevator Company",689068_IND_Bengaluru_003,"No Data Found"
"10/24/2021 18:30:00",KTSN30083,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KBLR30398,10-1343494,689068,"Otis Elevator Company",689068_IND_Bengaluru_003,"No Data Found"
"10/24/2021 18:30:00",AQDW30081,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30047,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30052,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30059,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KQDW30050,10-1319504,689068,"Otis Elevator Company",689068_BRA_Cooperativa_001,"No Data Found"
"10/24/2021 18:30:00",KBLR30395,10-1343494,689068,"Otis Elevator Company",689068_IND_Bengaluru_003,"No Data Found"
"10/24/2021 18:30:00",KBLR30402,10-1343494,689068,"Otis Elevator Company",689068_IND_Bengaluru_003,"No Data Found"
"10/24/2021 18:30:00",KTSN30080,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KBLR30401,10-1343494,689068,"Otis Elevator Company",689068_IND_Bengaluru_003,"No Data Found"
"10/24/2021 18:30:00",KTSN30074,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/24/2021 18:30:00",KTSN30144,10-1326304,689068,"Otis Elevator Company",689068_CHN_Tianjin_001,"No Data Found"
"10/28/2021 22:00:00",KMCC30002,10-1319191,689068,"Otis Elevator Company","689068_USA_North Highlands_001","No Data Found"
"11/02/2021 18:30:00",KSIN31032,10-1326309,689068,"Otis Elevator Company",689068_SGP_Singapore_001,"No Data Found"
"11/02/2021 18:30:00",KSIN31030,10-1326309,689068,"Otis Elevator Company",689068_SGP_Singapore_001,"No Data Found"
"11/02/2021 18:30:00",KSIN31031,10-1326309,689068,"Otis Elevator Company",689068_SGP_Singapore_001,"No Data Found"
"11/07/2021 18:30:00",KOSA30020,10-1326155,689068,"Otis Elevator Company",689068_JPN_Osaka_007,"No Data Found"
"11/07/2021 20:00:00",KTYO30218,10-1326326,689068,"Otis Elevator Company","689068_JPN_Shibuya City_001","No Data Found"
"11/08/2021 05:00:00",KKTW30003,10-1326413,689068,"Otis Elevator Company",689068_POL_Chorzow_001,"No Data Found"
"11/08/2021 05:00:00",KDRW30002,10-1326438,689068,"Otis Elevator Company",689068_AUS_Winnellie_001,"No Data Found"
"11/07/2021 18:30:00",KAKJ30001,10-1326453,689068,"Otis Elevator Company",689068_JPN_Asahikawa_001,"No Data Found"
"11/08/2021 05:00:00",KOSA30061,10-1343489,689068,"Otis Elevator Company",689068_JPN_Hirakata_001,"No Data Found"
"11/07/2021 20:00:00",KQSZ30006,10-1326500,689068,"Otis Elevator Company",689068_JPN_Mishima_001,"No Data Found"
"11/08/2021 05:00:00",KCAG30001,10-1326116,689068,"Otis Elevator Company","689068_ITA_Su Planu_001","No Data Found"
"11/07/2021 18:30:00",KQDI30001,10-1326360,689068,"Otis Elevator Company",689068_AUT_Dornbirn_001,"No Data Found"
"11/08/2021 05:00:00",KTYO30230,10-1326431,689068,"Otis Elevator Company","689068_JPN_Minato City_003","No Data Found"
